measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2013,1551.0186758265600,3312.6302495751900,509.2431066352860
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2014,1543.2415959289700,3303.17852851196,512.5806864466050
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2015,1562.9275785435800,3372.30610548358,510.2580734527450
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2016,1614.8711795182500,3511.103781833270,518.3427829847740
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2017,1682.7786116930400,3719.085999747340,529.582353712666
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2018,1750.7592031907400,3900.328558224020,530.0216433827630
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2019,1789.538628980590,3962.254810514550,541.145147860934
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2020,1795.4091817125600,3993.0141076371300,552.2264513046740
YLDs (Years Lived with Disability),Utah,Both,All ages,Anxiety disorders,Number,2021,1827.5958977198200,4116.375820811010,559.9979642019270
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1990,6565.171884348480,11415.61146166770,2830.4008672971100
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1991,6957.89716110054,12096.059507759100,2977.9753903526000
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1992,7354.999821908160,12761.814190232600,3149.223179396540
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1993,7749.400944773260,13309.254324329700,3320.19915734265
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1994,8141.99640386607,14040.058866300300,3546.2627910334300
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1995,8514.706551385050,14881.375474699300,3719.82517853492
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1996,8973.89980338395,15527.531778241300,3900.7847083362900
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1997,9539.2432267692,16390.203255508000,4203.273004500130
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1998,10132.068394236100,17429.100069373800,4459.584818328200
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,1999,10649.316982739100,18083.38951799490,4740.339431394770
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2000,10992.380614065800,18506.555862127800,4902.50707883874
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2001,11191.621407692000,18766.04221798560,4992.144899084160
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2002,11346.774447386400,18898.22596109030,5116.515725510050
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2003,11470.6972140185,18989.542980985500,5237.7289920683900
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2004,11619.702536565700,19290.39768619990,5354.664152127530
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2005,11784.800890105800,19493.412889742800,5412.340075644580
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2006,12018.566198323600,19921.85352569670,5497.822852286250
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2007,12247.864564166500,20176.02577087970,5645.514167946770
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2008,12488.074984555200,20874.395031073500,5776.899457633270
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2009,12688.901625335500,21256.26902905240,5862.9354151381500
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2010,12838.291855113500,21574.032499886000,5956.3347816253
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2011,12864.519543472900,21455.313607941400,6029.681109616430
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2012,12734.294145214600,21009.957103752100,6007.371594342160
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2013,12564.189666252600,20674.472146868700,5993.958618570810
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2014,12406.518402076200,20287.74014839950,6005.2932870889800
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2015,12369.705175284800,20387.598375420700,5991.1391516405100
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2016,12426.874717330000,20317.10438746090,6024.694069388910
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2017,12454.846862634900,20288.5178516114,6090.212794100990
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2018,12521.055545136800,20543.48983894820,6108.697534693560
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2019,12587.313782154500,20695.95295932190,6116.911793417120
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2020,13889.194487560100,23552.831059350900,6739.522447600980
YLDs (Years Lived with Disability),Tennessee,Both,All ages,Depressive disorders,Number,2021,14032.47789208260,23935.127964522700,6646.108381630400
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1990,19208.00371555230,32249.801392017500,9046.985418905650
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1991,20513.123571913700,34450.93079064530,9685.31099148525
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1992,21849.438211743900,36876.11971425100,9996.908489332420
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1993,23213.69399162730,39501.35040695870,10589.005815459100
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1994,24499.29506970500,41244.23778032890,11139.596885499900
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1995,25770.794883936800,43681.85573987550,11742.219472898800
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1996,27249.695958255700,46041.82238711330,12221.821306505000
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1997,28993.09461343090,48968.506564252900,13102.627297347200
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1998,30825.98466444360,52102.10884461550,13748.219372959900
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,1999,32471.746884716100,54705.05738642840,14716.962380506000
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2000,33661.08713865250,56325.36944259590,15419.625803396000
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2001,34425.44062238980,57596.13894478990,15672.617941768600
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2002,34952.2396107748,58469.18615123990,16110.569359566600
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2003,35415.82275818260,58515.617639388700,16427.78565402240
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2004,35912.08329927400,59726.59823636830,17059.037897774500
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2005,36583.56653040120,60631.21208861950,17601.19291364680
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2006,37693.75837315450,62873.24926549620,17873.14161500720
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2007,39118.78818644160,64280.443532542900,18967.461930195100
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2008,40728.32683124350,67162.48496910200,19982.567515936600
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2009,42166.14291816040,69096.26137481150,20911.43904852830
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2010,43211.115886562700,71263.51748436170,21454.73161842180
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2011,43675.84162842790,71451.03679577120,21638.213775138900
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2012,43613.2836355701,71682.12134696130,22089.74902707940
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2013,43252.13342188050,70937.49015038230,21664.73987121950
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2014,43044.28579631800,71518.12777798240,21863.68057787420
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2015,43189.669136087400,70717.83067221170,21963.250587693700
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2016,43700.848434961100,72011.8077722771,22178.375606619500
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2017,44149.41206985990,72134.82206163200,22201.74876912600
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2018,44630.24694000180,72520.40241890210,22467.51336758900
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2019,45132.58217722520,72540.98889548700,22463.584263212000
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2020,50449.37074329080,84104.08437631220,24332.505134023800
YLDs (Years Lived with Disability),Texas,Both,All ages,Depressive disorders,Number,2021,50337.91577704750,82738.98087175780,23968.786330955500
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1990,212.76820552643400,506.76974152480000,58.36496455853740
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1991,211.72944208256400,497.76795529979300,58.92030011872880
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1992,210.79526768430500,488.52896649435000,58.60596487313960
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1993,210.51189285520900,485.40205222666400,59.92554206425120
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1994,210.36100010291900,482.4424202899680,60.29458451787320
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1995,212.1803920098210,485.0429058995710,61.27641580344090
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1996,220.2463724211090,496.9716138637480,66.14817172432200
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1997,234.9038421467480,529.5704520510160,70.13363284620500
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1998,252.58089477722600,570.6435990913850,75.73538224886550
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,1999,268.3030201296370,612.5418320812840,79.76759008349400
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2000,277.2893992558720,622.3603909436690,83.42706199969760
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2001,280.61129304981900,634.7989478016010,86.31101909920550
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2002,280.7447490695640,627.3827798717660,86.7515315433694
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2003,279.5720747645200,607.4218109837200,88.45585447211690
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2004,278.6481077150640,604.8276378522470,87.26239006925290
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2005,278.89905566021900,609.922958233358,89.61922027706070
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2006,281.33187376813600,606.312268444272,88.68969033205310
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2007,284.1189714087120,610.5725778183550,90.68771169382890
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2008,286.7927025921400,616.5124779394840,93.65417084962270
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2009,288.96666350755900,613.1618328436290,95.04008944175180
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2010,289.27805451901300,619.6849349043970,97.98064404307790
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2011,285.58892703977200,612.814557107447,93.807077187278
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2012,279.06470691063500,605.2866297262240,92.472014986124
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2013,271.6563118901890,582.9403132289000,89.14542243961280
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2014,265.3068314857780,570.9364522766900,85.12343236777820
YLDs (Years Lived with Disability),Vermont,Both,All ages,Anxiety disorders,Number,2015,262.2806330409640,566.2460307695950,83.61778999698860
